Energy Usage Report (kWh) - Service Account 8001234567

Date,0:00,0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45
7/4/2025,32.1600,29.2138,31.4885,29.7150,32.2405,28.5152,28.6153,30.4063,30.2544,27.9339,31.2682,30.9167,29.9307,29.8241,28.9170,31.5250,31.9316,31.8490,27.8193,28.4610,31.3503,30.5416,28.5186,39.0934,50.0197,60.6357,74.5468,86.0858,93.5695,96.9068,96.5390,97.0454,95.4627,94.1846,94.6442,94.5038,94.3246,94.0220,93.6759,96.6959,95.5432,96.2887,97.0502,98.9667,97.7687,100.1458,101.2409,100.5826,100.9623,102.6641,106.1169,107.8332,108.9778,112.4165,115.7081,117.3009,123.2302,124.9949,124.4141,128.5002,126.5029,131.5173,128.8192,128.3859,129.2934,129.4893,126.4151,124.0774,122.6568,116.9689,115.2502,103.6593,90.9603,76.7203,61.2904,49.5263,36.9327,33.8163,36.3610,32.0274,33.7016,33.4857,29.9405,29.3244,31.5724,30.0345,30.9448,28.6559,27.9810,28.2356,29.7058,29.9563,28.0448,28.7854,29.4444,29.2737
7/5/2025,29.2999,31.1489,30.9594,29.8065,28.5410,30.8530,28.9022,31.5232,28.7110,30.5952,30.0485,31.4986,29.5651,28.6096,31.8248,29.8514,28.5107,30.0190,32.3561,29.5853,30.8022,29.4957,30.1681,28.6671,32.7124,30.6096,28.8809,30.2108,30.2377,31.9317,29.8829,31.1274,34.2230,32.1606,31.3365,33.1394,35.2814,36.6758,33.0096,35.1728,35.6184,38.2231,36.6243,38.2598,38.4971,39.3027,42.6382,43.1185,43.3000,42.8263,44.2446,45.9717,46.2277,49.3282,48.3438,53.5243,52.0237,55.3298,53.2095,54.3675,55.6062,55.6861,53.4174,52.2846,50.6634,53.3641,49.4629,49.8842,47.1172,47.0769,42.7094,42.3547,38.9551,37.4192,35.7980,34.6645,34.8137,35.4416,34.8519,33.8666,29.9964,31.6394,30.9474,31.5845,29.5720,31.9968,30.6039,31.5560,29.4545,29.5203,29.3530,31.3959,28.3668,28.1213,29.5020,32.1969
7/6/2025,29.5044,29.1592,27.7726,29.1637,27.8791,27.8311,29.2698,32.0344,28.1659,29.4214,29.4746,31.2768,31.1742,28.4413,29.3339,32.1878,31.0047,28.4823,31.4350,31.6048,32.0002,32.0986,30.7777,32.2467,31.5502,29.5986,30.8982,30.9607,31.7960,29.9779,33.7418,33.2970,33.8772,31.8194,34.5291,32.0534,35.6041,36.0645,37.4763,37.1934,38.5870,38.5717,38.7749,40.2198,37.4166,41.8731,43.0944,41.2079,45.2578,45.8603,46.4381,47.4762,48.9047,47.4347,51.9281,50.1282,51.3391,53.9396,52.0141,53.1281,57.0138,54.1331,55.6359,54.4159,53.6489,50.2238,48.1183,46.9630,48.5147,47.5378,44.3521,42.5891,41.2889,40.6484,37.0112,38.2082,35.6549,35.7374,31.9318,30.6452,32.3005,31.5668,29.3289,29.7780,31.6838,30.2267,31.0191,28.7808,32.2926,28.2790,29.1150,30.8896,29.6923,29.6572,31.0202,31.4198
7/7/2025,31.1742,30.4559,29.3057,31.5505,27.8398,28.5920,28.7193,29.9564,32.1971,29.4843,27.9039,29.8261,30.4295,31.7555,30.5371,30.6068,29.8991,28.1082,31.5706,31.8869,29.7251,28.6142,28.4200,40.3196,53.2266,64.1900,71.8395,85.1323,94.9105,96.0732,96.5496,93.2139,96.2890,95.9129,92.8472,95.5619,94.5857,95.0462,96.4878,93.4666,94.9197,97.8615,94.6607,96.1250,95.7470,97.3218,98.0584,101.0454,102.9507,105.0615,106.5042,107.8339,108.8641,114.0244,116.5237,116.6955,121.3968,121.5621,124.1878,126.3583,128.6060,128.3805,131.0291,130.2095,127.2419,128.9985,123.3446,125.1318,121.8102,117.4834,116.9570,101.1142,88.3479,77.6209,61.4485,48.0816,36.0955,35.0344,35.4215,34.0810,30.7056,34.1133,32.6821,29.7017,29.2882,30.3642,29.1091,31.1853,29.8198,31.7859,29.5438,31.5018,28.0945,29.7203,30.0831,30.2860
7/8/2025,31.2775,28.5007,28.1059,30.7697,31.8910,30.1279,30.5428,28.7627,28.5173,31.6029,29.3711,29.7827,29.3441,32.0078,30.3931,31.3506,27.8127,31.2253,30.6366,31.2948,31.7051,28.8236,31.5129,39.7343,53.3890,62.1329,72.7716,82.9648,94.6174,94.5054,93.8696,95.1838,94.1838,93.3377,94.9836,95.0340,93.2602,95.3602,94.5154,94.6114,93.9448,94.7834,96.8318,95.0259,95.9424,98.0023,98.1650,102.7184,103.5581,104.4024,104.8330,107.2575,111.4419,112.5528,115.2630,117.0239,119.0874,124.5525,127.1341,129.4665,126.8632,129.2789,127.6479,127.1399,126.7527,128.2260,123.8358,125.5177,121.0411,117.8672,115.3670,102.5588,87.6539,74.2712,61.4621,48.9713,39.6066,34.2829,34.4712,33.6118,33.5283,33.7795,33.5464,32.1187,29.9264,28.6500,31.1913,30.0659,28.2156,31.3440,28.0989,29.0618,31.5469,29.4143,27.9815,29.0645
7/9/2025,28.0721,31.3514,29.7501,28.4644,30.0012,31.8452,30.0512,28.1532,30.0384,31.4366,28.8967,29.5821,31.1402,30.4195,30.8533,29.4971,27.9628,28.2058,30.6351,30.3876,28.5218,30.9435,30.4456,39.6129,51.8750,61.6947,74.2501,82.0358,93.5987,97.1943,96.6182,95.9054,93.2610,96.9826,96.7008,93.7365,94.2753,94.3748,93.3172,94.1267,97.7183,97.9646,95.7166,97.9170,98.9691,98.5257,100.7621,101.5924,102.8112,104.8291,105.1130,110.5013,108.9711,111.8521,113.8184,118.9063,122.9273,125.4263,123.9993,125.1560,126.5443,130.5802,129.1428,129.2285,130.6139,127.8442,123.5344,123.5812,120.8735,119.3638,116.1687,101.7988,87.9294,77.1668,62.1593,48.9469,39.4565,35.5848,34.9055,34.0569,32.9573,33.3754,30.2930,31.8584,32.3526,28.5054,29.8548,30.5856,28.5679,31.1534,28.8829,28.3385,31.2373,29.4966,28.0142,30.6260
7/10/2025,31.3751,31.0776,31.2704,27.8015,30.6800,29.8647,31.7578,31.9180,31.1403,30.9272,30.3140,30.4711,28.8180,30.7391,32.2245,32.1648,31.3782,29.3804,29.1514,31.1722,29.6583,29.8722,31.1260,40.7975,51.9393,61.6208,74.0133,83.8718,96.2365,97.1626,94.4317,97.0306,96.9211,92.8125,93.9760,95.4239,95.3387,95.4983,93.6220,94.0324,93.5414,97.5732,97.5430,96.6363,98.8184,100.2965,101.4538,102.3081,102.8734,103.3400,104.8307,110.1830,111.3786,112.5710,113.7868,117.9937,122.5324,124.1294,127.5730,126.8817,127.1487,130.5257,129.2515,127.5438,126.7481,127.1554,127.0794,124.1382,119.6336,120.3695,115.4247,103.7337,87.0355,75.7127,61.7913,48.6397,37.8685,36.4138,34.7453,35.5816,34.6677,32.3184,30.7444,30.5640,28.5644,29.4082,31.5280,31.5528,32.2821,28.7284,31.0291,31.7949,29.5970,30.4000,27.7937,30.5625
7/11/2025,30.3210,31.0388,27.8706,30.6282,30.5676,30.8370,28.5971,28.9423,27.9555,29.9432,29.0847,31.5240,31.2269,28.9131,30.7662,29.6606,27.7580,28.9137,28.4383,29.9449,28.6446,28.9534,28.0481,40.5507,52.6909,64.5885,71.6745,82.3700,95.1916,92.7917,94.7093,94.7822,96.7512,93.9292,93.2788,93.0216,94.5462,95.9859,94.8928,95.4099,96.8849,94.2484,96.1654,98.7506,98.4112,99.7516,97.7746,101.7525,100.7096,104.2996,106.5956,106.9188,109.2766,114.1416,116.7971,116.9599,120.3990,123.0994,124.1241,128.6742,128.0572,129.0649,129.9624,130.8941,128.6963,126.0037,124.2994,123.1823,120.9389,118.7430,117.1429,103.2391,91.0505,74.7684,62.5060,48.1911,35.3041,34.0089,33.9941,35.6558,32.2186,31.0645,29.5509,30.3046,30.4995,28.3441,30.4256,30.3873,30.3166,29.2753,29.4377,28.3054,31.4211,28.1522,30.9218,31.6245
7/12/2025,29.4199,28.0971,29.0104,31.8248,32.2387,30.5564,30.4372,29.4879,30.6872,29.6111,29.9158,31.4768,31.9284,29.3188,29.0433,29.5561,31.0773,30.0160,31.6088,31.7445,30.6818,29.4276,30.6379,31.6070,28.4257,32.1293,30.6978,33.0313,30.0513,33.5389,33.1175,33.9232,31.9198,35.1222,31.2147,31.7377,33.6204,36.9242,34.6464,33.7859,38.5722,37.2608,40.0577,37.3195,38.5067,38.5055,40.6182,41.0896,42.5335,44.2892,44.8479,48.4327,48.6083,47.7350,49.7331,49.4706,51.4358,55.0883,52.6649,54.0465,55.5186,56.8579,55.2369,53.2353,52.1217,52.9761,48.3339,46.6471,45.5746,43.9518,43.3702,43.1518,39.9916,39.8720,39.5619,37.7069,36.6331,35.2365,32.6978,31.6755,33.7609,33.0000,32.6233,32.9779,30.2943,28.6951,28.8816,29.0063,29.9671,28.3990,29.1085,28.3940,28.0706,30.4578,28.7911,31.4085
7/13/2025,28.4887,29.7604,31.2649,29.2348,31.4738,29.5043,31.1243,29.9356,29.6986,31.7353,28.6245,31.8720,31.2078,30.5554,28.3741,31.1992,28.2478,29.9754,29.8875,27.9843,31.9958,31.3857,30.4888,31.0187,30.1437,30.7935,30.2834,29.6606,30.4781,30.0763,33.7910,32.8473,34.4385,32.5517,33.2960,31.9066,35.2269,34.5864,35.5923,36.7167,37.4104,38.6413,39.2690,38.6903,39.5845,38.0106,41.3512,44.3669,43.6934,42.3208,46.8447,47.6431,48.7752,50.1435,49.2697,52.4785,50.5172,54.8665,55.0221,53.2031,52.8997,54.6214,53.8756,54.4535,51.2946,53.6131,48.6024,49.2810,44.9703,46.5561,43.3223,43.3206,38.7569,38.1796,37.7726,36.8083,35.5500,35.0987,35.4932,34.3404,30.9335,30.6842,30.7078,30.1636,32.4737,30.6336,28.2418,30.3310,30.7003,29.4716,29.6514,30.4571,28.0209,29.2479,29.0286,32.0450
7/14/2025,28.2962,31.9783,27.8552,30.2816,30.7588,30.2107,28.1197,30.3439,31.7268,31.0068,31.2403,28.8211,28.2205,31.2928,28.2293,31.3929,30.3937,30.0367,30.0232,29.0430,28.9620,27.8163,31.9863,41.9743,51.5849,63.4503,74.5086,82.0945,93.2206,96.8196,94.7388,95.6465,95.5981,94.7167,96.4716,95.7011,93.7826,96.2182,94.4760,95.2275,94.2580,96.1485,97.0334,96.9483,96.4554,98.1339,100.5078,100.2726,103.2288,104.5619,107.3869,108.5811,111.4381,112.8688,118.2263,119.9865,122.1140,122.1679,126.5080,125.8681,130.6245,131.0601,128.6015,129.7162,128.8086,127.4057,124.5639,123.6212,122.1174,120.2945,117.6297,104.6314,89.8702,76.3778,64.6945,51.5147,39.0679,36.7380,36.6056,33.4018,31.4499,33.5814,33.2790,30.3013,30.4973,30.5075,30.7826,31.6865,29.9640,31.2743,30.6435,31.4271,28.8903,29.9935,29.3996,30.1065
7/15/2025,28.4618,28.3110,29.3049,31.6672,31.7144,30.8084,31.9345,28.8541,29.2634,30.6332,29.4856,32.1508,30.1866,32.1054,29.8945,29.9801,31.5226,28.8177,28.3389,27.8129,30.0692,29.6093,31.4840,41.0730,53.3016,60.6008,73.9930,82.2448,96.5109,96.8453,95.0713,95.6302,93.7337,96.8626,96.3646,93.1217,97.4202,94.6152,94.8742,96.1131,96.0947,97.6838,95.6817,97.8425,96.6049,100.1930,99.6441,102.6140,102.4435,102.0756,106.5703,106.5012,111.9393,111.6633,117.0404,118.2576,120.6948,124.5191,126.8728,129.0649,130.5468,130.6610,129.3819,128.5069,126.5325,125.2872,123.7447,121.4557,120.3016,118.7620,114.5231,103.1239,88.5158,73.7145,62.1831,51.6027,38.3389,34.9958,32.4987,32.7881,34.6736,33.3295,29.4373,31.7776,32.4595,29.3648,30.6298,30.6844,28.6338,30.7899,31.6931,31.3008,29.5481,31.6938,31.1233,29.9537
7/16/2025,28.9281,30.6011,30.6590,29.7051,29.5289,28.4300,30.3304,29.6066,30.9000,29.4146,31.8244,31.0717,31.4062,28.4784,31.7919,30.7272,28.9525,28.9731,29.3248,28.1645,31.9365,27.9193,28.1812,41.5346,52.7848,62.3729,74.8836,85.6609,97.0205,97.1003,96.6300,94.0128,94.6419,96.6630,94.4974,96.1777,95.2051,93.0815,96.1834,94.1745,94.9855,95.1288,98.2539,98.7321,99.6221,97.5498,99.7289,100.4857,103.2800,102.8923,105.6095,108.0338,112.0568,112.9461,114.0399,118.8438,120.9849,125.5681,124.7561,126.7129,126.5363,127.5238,130.5146,130.5069,126.7167,127.6529,125.6172,122.4656,120.4011,120.8341,116.4000,103.4450,88.0592,74.6989,64.1553,48.9378,37.7287,37.5299,36.1289,32.2010,31.2227,30.9456,31.0440,32.5847,31.6029,32.1100,29.4850,31.2734,27.9317,28.4245,28.5631,30.1520,32.1904,29.2415,29.6819,31.6045
7/17/2025,30.3166,31.4555,30.9666,28.5224,30.4897,30.7975,30.0787,28.9047,28.4851,28.5867,30.0772,32.0406,31.5313,31.0555,30.2950,28.5660,28.1638,31.8535,31.5956,30.7933,28.7171,30.8513,28.6308,42.0931,53.1967,62.5649,71.9706,82.3115,92.9144,96.9148,96.4392,95.5745,96.7406,96.7860,93.7596,96.0097,96.4903,93.6881,96.9128,94.1477,94.3499,97.7285,97.4577,95.8290,99.8455,100.5384,98.3301,102.5381,102.3987,103.6638,108.0631,110.3817,112.3293,115.1988,113.7622,117.3384,119.3443,124.4758,127.5523,126.7502,126.8099,131.5459,131.5172,128.6195,129.7518,126.6647,123.7730,125.4768,121.8294,117.8745,118.1479,103.9257,90.9504,75.1563,64.1002,49.7088,35.7178,34.6929,34.2708,32.5469,31.0552,30.0125,30.0238,29.4929,31.4373,28.5307,31.5246,31.9106,30.1575,28.0483,28.0786,28.3941,28.3380,28.7646,30.2370,31.1479
7/18/2025,31.5651,30.9648,31.2515,29.4441,29.7857,32.0957,31.9937,30.3209,29.1230,30.7586,30.4889,30.1504,30.2237,31.2588,31.6652,27.9491,28.9744,28.8953,30.6671,27.8410,32.1995,29.5554,30.4774,38.7992,49.5544,62.3304,74.5439,83.0478,97.1052,95.6559,96.5424,93.7123,93.5122,96.1895,95.5222,96.5734,95.3600,96.2050,95.4290,93.3467,97.2788,93.9811,96.6057,98.6270,98.1074,100.7076,101.3414,99.4923,102.6635,104.8595,105.4085,106.3890,109.4192,115.3654,114.2912,120.7227,118.9903,121.4066,123.5121,127.5488,130.6764,127.1238,131.0928,130.6095,129.0797,127.9460,127.0468,122.5110,120.5809,118.4874,117.3729,100.5024,90.0474,75.6622,60.7878,49.3485,36.9810,36.7845,34.2172,34.6848,32.0527,32.7630,30.1104,32.9362,31.8996,29.1415,30.3854,31.8597,31.8347,28.3899,29.5245,31.5820,30.5439,30.6936,30.1383,30.8166
7/19/2025,27.9283,30.2221,29.6660,29.5434,31.5795,28.9664,27.9928,29.5695,32.0557,29.6199,28.7204,31.6243,29.8559,30.1665,31.1343,28.2826,31.7587,32.0492,32.2031,28.1998,30.6249,29.0365,30.2216,30.9253,30.9969,31.6603,30.0191,31.0742,29.8933,33.0183,29.7213,31.7985,32.5861,33.9885,31.9813,34.5396,34.0854,34.8138,33.8022,35.6333,36.5817,37.9819,36.1015,38.4840,39.5618,40.8147,39.0802,44.1704,44.5668,42.2907,46.7148,44.7659,46.6980,50.1012,48.8563,52.4802,53.8966,51.2849,54.1120,54.9693,55.5936,53.7496,55.0929,51.6691,52.5479,53.2404,50.0421,50.7922,49.3988,45.3369,42.5020,40.1672,38.6450,40.9799,39.6512,36.8554,33.1352,32.6540,31.5746,30.9753,32.2598,32.6682,29.3217,30.4275,28.9607,32.2065,29.3744,31.5244,31.2447,29.6738,32.0887,27.9519,29.3072,30.3252,28.3006,31.8183
7/20/2025,31.9741,30.2353,29.4463,29.3266,30.7781,28.2726,29.8929,29.9556,29.3913,30.7946,31.9289,28.7680,28.8658,32.0582,29.6348,30.7619,29.3090,32.0660,31.8479,30.2003,32.0984,31.7370,31.5302,31.7054,29.3175,31.1028,32.9108,33.2081,30.7299,29.7091,31.6302,32.7786,34.6514,32.0675,34.7072,34.5895,34.1634,34.6663,34.3054,35.8813,37.4064,36.4864,36.6906,36.6879,39.0259,41.3449,43.3649,41.4125,43.3213,45.2882,46.7679,47.3591,49.0899,51.1731,51.2300,52.0127,50.5842,55.1894,52.4527,54.3940,55.3479,53.5857,55.8121,52.6276,55.0878,51.7277,50.3484,48.5782,48.3189,46.7912,44.6385,43.7177,39.7047,39.5840,36.4419,36.0906,34.1869,34.0118,32.5080,31.4912,30.8486,31.4777,32.5509,31.1061,28.9416,31.7763,28.1353,29.0056,29.4201,29.7027,31.9743,31.6377,30.6754,29.6508,31.6298,27.9844
7/21/2025,29.9482,29.2250,28.0743,29.8407,29.4236,28.1397,30.6078,31.6743,29.7465,31.2540,29.4955,28.9151,31.4521,30.1350,32.0307,27.9344,32.1738,30.0312,29.7325,31.5715,29.8829,27.9469,31.7995,40.7791,53.5963,64.3490,74.1455,85.1260,95.4110,96.3349,95.9773,97.0702,95.8420,96.9742,97.3233,95.8666,95.4371,93.2624,97.3676,97.4669,95.4739,95.1238,95.4909,97.0542,96.5301,98.9700,100.7004,98.7334,102.3293,104.7614,107.2281,110.0131,108.9729,112.8158,115.7154,117.3733,122.8149,123.3724,124.5854,128.1898,129.4177,131.5377,127.7023,128.8726,128.2965,125.5192,126.4947,124.5861,122.6314,118.9625,116.0692,101.7783,90.5384,76.7662,63.0378,48.1038,36.8790,38.0936,35.6229,35.8097,32.5410,32.9463,32.4203,33.2115,29.7074,30.5172,31.6879,31.6105,28.7095,31.6780,28.2583,30.8389,29.0570,30.8680,31.8353,30.6617
7/22/2025,28.1999,29.7222,29.5865,31.8147,30.3726,30.6427,28.2914,28.4551,29.4918,29.2207,31.8492,28.0558,29.0366,30.2959,30.3812,29.4778,30.6908,28.7755,30.3564,30.8428,30.0655,28.4021,30.8015,42.5490,53.4729,60.6555,71.3531,85.0407,97.0832,95.9648,92.8039,93.2224,95.8252,95.8978,94.6041,95.3932,93.6126,96.8275,96.8955,96.5501,94.0801,95.4333,97.9288,95.4119,96.5414,99.1808,101.0555,101.4764,100.3187,103.8091,106.3406,106.5670,111.1870,112.5268,115.7862,119.9146,119.1099,124.6746,127.6852,126.4175,128.5593,131.5853,131.6136,128.7173,127.3360,126.5717,127.1284,121.4033,120.5062,118.9267,115.1601,101.4471,89.0611,75.5755,62.2963,49.0743,38.0199,33.8733,33.6822,33.6033,32.8667,32.3163,33.3669,32.2987,29.8326,29.8765,29.5982,29.1897,31.1777,30.2395,27.8582,29.4852,28.5884,31.3482,30.6607,29.2636
7/23/2025,32.0151,28.5356,28.8744,30.5337,31.9314,29.6260,28.4549,28.1092,29.8395,29.7596,31.3983,31.1082,32.1013,28.6035,27.8728,27.8270,32.0999,29.2595,29.1383,29.0105,28.3113,31.6040,29.4865,39.0601,50.5093,62.9467,73.3988,81.9775,94.5033,96.0868,95.8573,96.1179,95.4982,97.2756,97.2989,96.1521,95.4682,96.9233,95.0738,94.6870,95.8079,95.4209,95.4830,99.2256,96.7699,99.3616,101.1329,102.6169,104.0568,105.1844,106.1794,109.2972,112.0720,114.2122,114.0214,120.6428,123.1175,122.1889,123.7230,127.2497,126.6362,129.6324,129.7752,131.5270,127.0874,128.0673,125.6866,123.2116,120.1179,118.6995,118.1035,102.6590,90.4301,77.6262,61.9020,48.8216,37.7529,36.5799,32.8476,32.6285,33.1391,32.7834,30.2748,31.6027,32.7261,32.6713,32.3972,31.9948,30.4691,28.0978,30.7918,29.7607,31.4824,30.7163,29.9140,31.1966
7/24/2025,30.5282,31.6820,29.6033,29.8100,28.9967,29.8480,31.4805,28.9716,31.7626,31.9282,28.7720,29.9398,28.3599,30.9420,29.3232,30.5265,30.0665,28.0143,31.2464,28.7964,29.0499,31.5897,29.5364,38.8357,52.7486,63.5285,71.9996,85.8103,93.8497,97.1956,95.3223,96.1236,93.0533,96.7563,94.8121,95.7877,96.1222,93.9329,97.4021,94.5181,94.8484,95.4695,97.2282,95.3156,99.4120,98.6153,98.1086,101.3324,101.8973,103.2111,105.8371,107.6398,110.2397,112.3325,117.4806,117.2347,120.4833,125.5414,127.4231,129.1996,126.4055,129.2616,128.9465,130.5810,129.2982,128.0335,123.6975,123.5775,121.1110,119.3863,116.6266,101.4293,88.9225,77.5098,63.4274,49.3992,38.9416,35.7546,32.8325,32.2780,33.8891,33.6917,29.8911,31.0660,30.5414,30.2898,30.4623,31.1523,29.6103,31.7306,30.3007,31.8652,32.1048,28.4908,31.1694,30.0118
7/25/2025,30.8322,30.9484,30.3099,29.6153,31.6015,31.7727,31.6950,28.3419,31.1668,31.5306,29.5047,31.4580,31.8450,30.5460,28.0527,31.0928,32.1838,32.2077,28.2731,30.4856,29.2911,29.4666,30.9280,39.6671,53.5652,63.7879,72.0456,82.5959,93.6243,95.8433,94.6277,96.8581,95.4559,93.2962,93.5978,93.6819,95.0199,95.4878,95.1000,94.2880,97.9508,96.9856,95.6965,97.6611,99.2198,99.1586,98.2412,100.3329,102.2342,105.3258,104.7489,109.5493,109.7029,112.8449,116.8713,117.5976,121.0147,122.4929,125.1045,128.8788,129.4267,127.4768,130.2986,127.1990,129.6159,128.3072,123.9829,122.8564,120.2942,120.1756,116.5953,102.7902,90.5694,76.0438,61.4046,52.1744,37.5477,36.6219,35.7328,32.3440,32.7420,29.9214,31.5061,28.8729,32.3899,29.2708,31.7528,29.1983,32.3568,28.3340,31.5661,29.3931,28.0251,31.8288,28.7172,30.1282
7/26/2025,29.4018,28.4161,31.0386,28.5123,30.5974,29.1206,32.0565,30.7874,30.1163,29.9060,31.0842,28.9604,29.7204,28.5271,31.1022,28.9035,28.1338,28.2321,30.8698,30.1790,30.6685,29.8602,30.7055,28.6386,30.2900,29.9343,29.8389,29.7665,33.5494,33.1705,29.6547,33.6628,30.8869,31.6638,32.1368,31.8576,33.6079,32.6861,33.8634,36.1263,35.1183,36.1614,35.7125,40.3030,38.8032,38.7472,42.6985,40.6264,44.2909,44.7630,44.2725,46.9549,49.3915,47.5263,50.8999,51.3344,54.6988,53.9412,53.4185,56.6456,54.4808,53.0773,55.9006,55.0969,54.3573,50.5642,52.2110,49.6875,47.6891,45.4995,42.2461,42.9781,39.5500,36.8962,38.4231,38.4318,32.9351,32.7211,31.7199,33.9963,32.2577,32.0485,29.0611,31.4139,31.8811,28.3719,28.1715,32.1693,30.7351,32.0346,28.6185,30.3874,30.2455,31.9759,28.7795,28.9667
7/27/2025,30.5326,28.0628,30.2361,31.8662,28.2465,29.3764,29.6929,30.9704,31.0893,28.0880,29.0551,30.5085,29.6658,28.0433,27.9535,28.3858,31.0735,28.7442,30.3165,28.6537,29.6457,30.8174,31.6632,31.9946,31.8845,32.8026,31.6188,32.0733,32.4826,31.6685,29.6585,31.0407,34.5791,33.6651,35.3191,35.1450,35.5329,34.1957,33.6178,34.8494,35.8378,35.0266,38.2755,38.6172,39.7221,40.0769,39.8400,41.1636,45.4044,43.5145,45.8462,48.2091,46.6690,48.9053,50.1138,51.8726,52.2420,53.0903,51.9618,52.7173,55.9128,56.2013,54.6806,51.7507,54.1212,51.7318,49.4963,48.8562,49.4203,44.5704,44.5604,41.5758,41.5588,40.9051,38.2400,36.5562,34.0148,33.4060,35.3111,32.6289,30.3680,31.1578,31.0010,29.3389,30.5943,31.9599,28.9168,32.3541,31.4427,31.9319,28.7152,31.7025,31.0341,30.0598,28.5960,30.7166
7/28/2025,31.4461,28.6926,32.0791,30.4441,28.5119,28.3851,31.4816,27.8298,31.4338,28.5991,28.6966,29.1706,28.0488,29.6683,28.3092,27.9362,30.8550,30.5428,32.0851,30.8103,31.2024,31.0308,28.5346,42.1169,51.2275,63.3771,72.3748,83.8479,93.5404,96.3116,94.7257,93.6861,96.6811,93.3867,95.1279,94.0118,94.9808,93.5489,96.8868,96.8677,95.5080,96.2081,96.4333,94.8353,96.6324,98.3441,101.4191,99.7492,100.3940,104.4571,108.1658,106.4173,110.7801,114.0354,117.4331,116.3941,121.0254,123.4765,126.6103,129.2596,127.1994,128.5221,127.8524,130.7978,128.9406,126.1357,124.0536,121.6848,121.6471,118.8644,117.8528,102.4988,90.0442,76.5939,60.7174,50.4689,37.2047,37.0556,34.0984,35.2582,32.2224,31.8351,31.6998,31.1004,31.8431,30.2943,30.5307,28.6819,28.5789,30.5369,29.2292,27.9751,28.1027,29.8421,31.4237,29.5574
7/29/2025,31.5684,32.1029,31.1617,31.8679,29.5405,29.5758,30.3601,31.8309,29.4020,27.8618,31.4194,31.8740,31.2200,30.7590,32.0903,28.2464,29.9332,32.2355,30.5102,31.4239,30.7543,28.4648,32.0598,41.5576,51.9175,60.2601,72.9089,84.2927,94.3270,94.2234,94.8165,96.6844,94.9740,94.1078,97.0495,96.8178,95.4781,93.4168,94.4966,94.7074,93.7191,97.2400,98.0312,96.0461,97.9687,100.6750,99.8518,101.5210,102.8011,103.5503,105.3368,106.5158,109.4318,113.2308,114.7111,120.7949,122.2292,122.2272,123.4674,127.2773,128.5423,131.0309,131.4189,131.3425,128.7479,128.7331,127.2093,123.3779,121.8916,119.6614,117.4380,104.7592,89.6307,77.6675,61.4338,48.3503,35.4722,33.9123,35.9797,33.0834,33.1749,30.0594,30.6103,30.4075,31.5180,32.5106,29.1996,28.9378,32.0988,31.6537,29.6004,28.8829,30.7912,30.9280,31.7220,28.9346
7/30/2025,27.8834,31.3980,31.1249,29.3290,28.2855,29.6019,31.9315,31.9100,29.7125,29.9289,29.1896,30.1557,30.0975,29.6466,31.8191,31.2781,28.0035,32.0142,28.0920,30.3604,28.1277,32.0610,30.4290,38.9406,50.2467,64.6295,75.4618,83.2975,93.2287,96.5514,94.1079,93.4498,94.3879,97.1732,94.1092,95.5716,95.7763,96.7334,93.3880,96.2944,93.9795,96.7514,94.9874,96.2876,96.4032,96.4405,98.1257,102.0113,103.3718,103.0290,107.2569,107.8524,109.3799,112.2148,115.2911,120.1125,121.4839,121.7749,124.6027,128.1194,127.8829,127.8662,129.9372,130.1754,128.4925,126.7417,126.0980,123.4249,120.3030,116.4422,117.7824,103.7242,87.4970,77.5111,65.0675,48.9382,36.1280,36.9768,33.0633,34.8488,30.6798,30.5068,30.6198,32.9425,29.3322,32.7714,28.5241,32.1124,32.3295,29.5307,32.0337,31.6057,30.7691,27.9419,28.9711,27.7841
