Green Button Download My Data
Retail Customer,SAMPLE CUSTOMER

TYPE,DATE,START TIME,END TIME,USAGE,UNITS,COST,NOTES
Electric usage,6/15/2025,12:00,12:59,172.59,kWh,$0.00,
Electric usage,6/15/2025,13:00,13:59,181.07,kWh,$0.00,
Electric usage,6/15/2025,14:00,14:59,191.52,kWh,$0.00,
Electric usage,6/15/2025,15:00,15:59,189.80,kWh,$0.00,
Electric usage,6/15/2025,16:00,16:59,179.08,kWh,$0.00,
Electric usage,6/15/2025,17:00,17:59,159.31,kWh,$0.00,
Electric usage,6/15/2025,18:00,18:59,142.20,kWh,$0.00,
Electric usage,6/15/2025,19:00,19:59,133.21,kWh,$0.00,
Electric usage,6/15/2025,20:00,20:59,121.17,kWh,$0.00,
Electric usage,6/15/2025,21:00,21:59,121.87,kWh,$0.00,
Electric usage,6/15/2025,22:00,22:59,120.10,kWh,$0.00,
Electric usage,6/15/2025,23:00,23:59,123.91,kWh,$0.00,
Electric usage,6/16/2025,0:00,0:59,117.67,kWh,$0.00,
Electric usage,6/16/2025,1:00,1:59,117.90,kWh,$0.00,
Electric usage,6/16/2025,2:00,2:59,119.28,kWh,$0.00,
Electric usage,6/16/2025,3:00,3:59,121.95,kWh,$0.00,
Electric usage,6/16/2025,4:00,4:59,122.59,kWh,$0.00,
Electric usage,6/16/2025,5:00,5:59,132.53,kWh,$0.00,
Electric usage,6/16/2025,6:00,6:59,269.62,kWh,$0.00,
Electric usage,6/16/2025,7:00,7:59,380.51,kWh,$0.00,
Electric usage,6/16/2025,8:00,8:59,379.98,kWh,$0.00,
Electric usage,6/16/2025,9:00,9:59,377.08,kWh,$0.00,
Electric usage,6/16/2025,10:00,10:59,379.39,kWh,$0.00,
Electric usage,6/16/2025,11:00,11:59,391.75,kWh,$0.00,
Electric usage,6/16/2025,12:00,12:59,401.43,kWh,$0.00,
Electric usage,6/16/2025,13:00,13:59,425.17,kWh,$0.00,
Electric usage,6/16/2025,14:00,14:59,447.74,kWh,$0.00,
Electric usage,6/16/2025,15:00,15:59,461.76,kWh,$0.00,
Electric usage,6/16/2025,16:00,16:59,448.03,kWh,$0.00,
Electric usage,6/16/2025,17:00,17:59,420.02,kWh,$0.00,
Electric usage,6/16/2025,18:00,18:59,259.12,kWh,$0.00,
Electric usage,6/16/2025,19:00,19:59,136.60,kWh,$0.00,
Electric usage,6/16/2025,20:00,20:59,126.19,kWh,$0.00,
Electric usage,6/16/2025,21:00,21:59,118.64,kWh,$0.00,
Electric usage,6/16/2025,22:00,22:59,121.92,kWh,$0.00,
Electric usage,6/16/2025,23:00,23:59,115.80,kWh,$0.00,
Electric usage,6/17/2025,0:00,0:59,117.91,kWh,$0.00,
Electric usage,6/17/2025,1:00,1:59,117.24,kWh,$0.00,
Electric usage,6/17/2025,2:00,2:59,123.41,kWh,$0.00,
Electric usage,6/17/2025,3:00,3:59,117.21,kWh,$0.00,
Electric usage,6/17/2025,4:00,4:59,120.73,kWh,$0.00,
Electric usage,6/17/2025,5:00,5:59,127.99,kWh,$0.00,
Electric usage,6/17/2025,6:00,6:59,269.00,kWh,$0.00,
Electric usage,6/17/2025,7:00,7:59,380.91,kWh,$0.00,
Electric usage,6/17/2025,8:00,8:59,382.86,kWh,$0.00,
Electric usage,6/17/2025,9:00,9:59,383.65,kWh,$0.00,
Electric usage,6/17/2025,10:00,10:59,385.31,kWh,$0.00,
Electric usage,6/17/2025,11:00,11:59,387.06,kWh,$0.00,
Electric usage,6/17/2025,12:00,12:59,404.30,kWh,$0.00,
Electric usage,6/17/2025,13:00,13:59,425.55,kWh,$0.00,
Electric usage,6/17/2025,14:00,14:59,450.62,kWh,$0.00,
Electric usage,6/17/2025,15:00,15:59,461.52,kWh,$0.00,
Electric usage,6/17/2025,16:00,16:59,452.23,kWh,$0.00,
Electric usage,6/17/2025,17:00,17:59,421.57,kWh,$0.00,
Electric usage,6/17/2025,18:00,18:59,258.94,kWh,$0.00,
Electric usage,6/17/2025,19:00,19:59,135.40,kWh,$0.00,
Electric usage,6/17/2025,20:00,20:59,126.52,kWh,$0.00,
Electric usage,6/17/2025,21:00,21:59,122.49,kWh,$0.00,
Electric usage,6/17/2025,22:00,22:59,121.94,kWh,$0.00,
Electric usage,6/17/2025,23:00,23:59,115.52,kWh,$0.00,
Electric usage,6/18/2025,0:00,0:59,121.72,kWh,$0.00,
Electric usage,6/18/2025,1:00,1:59,117.67,kWh,$0.00,
Electric usage,6/18/2025,2:00,2:59,120.59,kWh,$0.00,
Electric usage,6/18/2025,3:00,3:59,116.43,kWh,$0.00,
Electric usage,6/18/2025,4:00,4:59,123.24,kWh,$0.00,
Electric usage,6/18/2025,5:00,5:59,129.73,kWh,$0.00,
Electric usage,6/18/2025,6:00,6:59,268.47,kWh,$0.00,
Electric usage,6/18/2025,7:00,7:59,375.33,kWh,$0.00,
Electric usage,6/18/2025,8:00,8:59,376.59,kWh,$0.00,
Electric usage,6/18/2025,9:00,9:59,383.06,kWh,$0.00,
Electric usage,6/18/2025,10:00,10:59,381.33,kWh,$0.00,
Electric usage,6/18/2025,11:00,11:59,383.61,kWh,$0.00,
Electric usage,6/18/2025,12:00,12:59,408.92,kWh,$0.00,
Electric usage,6/18/2025,13:00,13:59,426.90,kWh,$0.00,
Electric usage,6/18/2025,14:00,14:59,447.50,kWh,$0.00,
Electric usage,6/18/2025,15:00,15:59,458.27,kWh,$0.00,
Electric usage,6/18/2025,16:00,16:59,449.29,kWh,$0.00,
Electric usage,6/18/2025,17:00,17:59,419.05,kWh,$0.00,
Electric usage,6/18/2025,18:00,18:59,255.50,kWh,$0.00,
Electric usage,6/18/2025,19:00,19:59,129.51,kWh,$0.00,
Electric usage,6/18/2025,20:00,20:59,122.36,kWh,$0.00,
Electric usage,6/18/2025,21:00,21:59,118.99,kWh,$0.00,
Electric usage,6/18/2025,22:00,22:59,116.80,kWh,$0.00,
Electric usage,6/18/2025,23:00,23:59,116.82,kWh,$0.00,
Electric usage,6/19/2025,0:00,0:59,120.99,kWh,$0.00,
Electric usage,6/19/2025,1:00,1:59,121.19,kWh,$0.00,
Electric usage,6/19/2025,2:00,2:59,120.76,kWh,$0.00,
Electric usage,6/19/2025,3:00,3:59,119.17,kWh,$0.00,
Electric usage,6/19/2025,4:00,4:59,118.10,kWh,$0.00,
Electric usage,6/19/2025,5:00,5:59,127.71,kWh,$0.00,
Electric usage,6/19/2025,6:00,6:59,272.73,kWh,$0.00,
Electric usage,6/19/2025,7:00,7:59,378.45,kWh,$0.00,
Electric usage,6/19/2025,8:00,8:59,376.81,kWh,$0.00,
Electric usage,6/19/2025,9:00,9:59,380.48,kWh,$0.00,
Electric usage,6/19/2025,10:00,10:59,385.54,kWh,$0.00,
Electric usage,6/19/2025,11:00,11:59,387.64,kWh,$0.00,
Electric usage,6/19/2025,12:00,12:59,405.09,kWh,$0.00,
Electric usage,6/19/2025,13:00,13:59,421.04,kWh,$0.00,
Electric usage,6/19/2025,14:00,14:59,448.22,kWh,$0.00,
Electric usage,6/19/2025,15:00,15:59,465.11,kWh,$0.00,
Electric usage,6/19/2025,16:00,16:59,453.26,kWh,$0.00,
Electric usage,6/19/2025,17:00,17:59,422.30,kWh,$0.00,
Electric usage,6/19/2025,18:00,18:59,255.98,kWh,$0.00,
Electric usage,6/19/2025,19:00,19:59,131.78,kWh,$0.00,
Electric usage,6/19/2025,20:00,20:59,121.24,kWh,$0.00,
Electric usage,6/19/2025,21:00,21:59,120.64,kWh,$0.00,
Electric usage,6/19/2025,22:00,22:59,117.71,kWh,$0.00,
Electric usage,6/19/2025,23:00,23:59,122.53,kWh,$0.00,
Electric usage,6/20/2025,0:00,0:59,118.88,kWh,$0.00,
Electric usage,6/20/2025,1:00,1:59,117.15,kWh,$0.00,
Electric usage,6/20/2025,2:00,2:59,119.92,kWh,$0.00,
Electric usage,6/20/2025,3:00,3:59,118.66,kWh,$0.00,
Electric usage,6/20/2025,4:00,4:59,121.23,kWh,$0.00,
Electric usage,6/20/2025,5:00,5:59,133.81,kWh,$0.00,
Electric usage,6/20/2025,6:00,6:59,269.63,kWh,$0.00,
Electric usage,6/20/2025,7:00,7:59,379.09,kWh,$0.00,
Electric usage,6/20/2025,8:00,8:59,377.84,kWh,$0.00,
Electric usage,6/20/2025,9:00,9:59,373.19,kWh,$0.00,
Electric usage,6/20/2025,10:00,10:59,385.83,kWh,$0.00,
Electric usage,6/20/2025,11:00,11:59,385.24,kWh,$0.00,
Electric usage,6/20/2025,12:00,12:59,401.89,kWh,$0.00,
Electric usage,6/20/2025,13:00,13:59,425.53,kWh,$0.00,
Electric usage,6/20/2025,14:00,14:59,446.24,kWh,$0.00,
Electric usage,6/20/2025,15:00,15:59,458.69,kWh,$0.00,
Electric usage,6/20/2025,16:00,16:59,450.94,kWh,$0.00,
Electric usage,6/20/2025,17:00,17:59,418.51,kWh,$0.00,
Electric usage,6/20/2025,18:00,18:59,263.14,kWh,$0.00,
Electric usage,6/20/2025,19:00,19:59,133.54,kWh,$0.00,
Electric usage,6/20/2025,20:00,20:59,126.84,kWh,$0.00,
Electric usage,6/20/2025,21:00,21:59,120.56,kWh,$0.00,
Electric usage,6/20/2025,22:00,22:59,120.29,kWh,$0.00,
Electric usage,6/20/2025,23:00,23:59,117.40,kWh,$0.00,
Electric usage,6/21/2025,0:00,0:59,120.04,kWh,$0.00,
Electric usage,6/21/2025,1:00,1:59,113.65,kWh,$0.00,
Electric usage,6/21/2025,2:00,2:59,115.54,kWh,$0.00,
Electric usage,6/21/2025,3:00,3:59,120.93,kWh,$0.00,
Electric usage,6/21/2025,4:00,4:59,115.59,kWh,$0.00,
Electric usage,6/21/2025,5:00,5:59,122.63,kWh,$0.00,
Electric usage,6/21/2025,6:00,6:59,124.12,kWh,$0.00,
Electric usage,6/21/2025,7:00,7:59,130.59,kWh,$0.00,
Electric usage,6/21/2025,8:00,8:59,128.45,kWh,$0.00,
Electric usage,6/21/2025,9:00,9:59,137.24,kWh,$0.00,
Electric usage,6/21/2025,10:00,10:59,151.87,kWh,$0.00,
Electric usage,6/21/2025,11:00,11:59,162.12,kWh,$0.00,
Electric usage,6/21/2025,12:00,12:59,169.29,kWh,$0.00,
Electric usage,6/21/2025,13:00,13:59,183.29,kWh,$0.00,
Electric usage,6/21/2025,14:00,14:59,185.66,kWh,$0.00,
Electric usage,6/21/2025,15:00,15:59,190.93,kWh,$0.00,
Electric usage,6/21/2025,16:00,16:59,177.67,kWh,$0.00,
Electric usage,6/21/2025,17:00,17:59,159.25,kWh,$0.00,
Electric usage,6/21/2025,18:00,18:59,143.14,kWh,$0.00,
Electric usage,6/21/2025,19:00,19:59,133.41,kWh,$0.00,
Electric usage,6/21/2025,20:00,20:59,124.81,kWh,$0.00,
Electric usage,6/21/2025,21:00,21:59,123.80,kWh,$0.00,
Electric usage,6/21/2025,22:00,22:59,115.90,kWh,$0.00,
Electric usage,6/21/2025,23:00,23:59,122.83,kWh,$0.00,
Electric usage,6/22/2025,0:00,0:59,122.69,kWh,$0.00,
Electric usage,6/22/2025,1:00,1:59,118.58,kWh,$0.00,
Electric usage,6/22/2025,2:00,2:59,120.20,kWh,$0.00,
Electric usage,6/22/2025,3:00,3:59,121.29,kWh,$0.00,
Electric usage,6/22/2025,4:00,4:59,124.44,kWh,$0.00,
Electric usage,6/22/2025,5:00,5:59,121.74,kWh,$0.00,
Electric usage,6/22/2025,6:00,6:59,119.66,kWh,$0.00,
Electric usage,6/22/2025,7:00,7:59,125.42,kWh,$0.00,
Electric usage,6/22/2025,8:00,8:59,135.11,kWh,$0.00,
Electric usage,6/22/2025,9:00,9:59,137.22,kWh,$0.00,
Electric usage,6/22/2025,10:00,10:59,148.01,kWh,$0.00,
Electric usage,6/22/2025,11:00,11:59,157.38,kWh,$0.00,
Electric usage,6/22/2025,12:00,12:59,173.24,kWh,$0.00,
Electric usage,6/22/2025,13:00,13:59,182.61,kWh,$0.00,
Electric usage,6/22/2025,14:00,14:59,188.16,kWh,$0.00,
Electric usage,6/22/2025,15:00,15:59,190.55,kWh,$0.00,
Electric usage,6/22/2025,16:00,16:59,181.08,kWh,$0.00,
Electric usage,6/22/2025,17:00,17:59,155.14,kWh,$0.00,
Electric usage,6/22/2025,18:00,18:59,144.29,kWh,$0.00,
Electric usage,6/22/2025,19:00,19:59,129.53,kWh,$0.00,
Electric usage,6/22/2025,20:00,20:59,125.74,kWh,$0.00,
Electric usage,6/22/2025,21:00,21:59,121.00,kWh,$0.00,
Electric usage,6/22/2025,22:00,22:59,116.98,kWh,$0.00,
Electric usage,6/22/2025,23:00,23:59,121.16,kWh,$0.00,
Electric usage,6/23/2025,0:00,0:59,123.06,kWh,$0.00,
Electric usage,6/23/2025,1:00,1:59,119.97,kWh,$0.00,
Electric usage,6/23/2025,2:00,2:59,116.57,kWh,$0.00,
Electric usage,6/23/2025,3:00,3:59,116.62,kWh,$0.00,
Electric usage,6/23/2025,4:00,4:59,121.57,kWh,$0.00,
Electric usage,6/23/2025,5:00,5:59,127.75,kWh,$0.00,
Electric usage,6/23/2025,6:00,6:59,272.66,kWh,$0.00,
Electric usage,6/23/2025,7:00,7:59,382.02,kWh,$0.00,
Electric usage,6/23/2025,8:00,8:59,376.95,kWh,$0.00,
Electric usage,6/23/2025,9:00,9:59,381.75,kWh,$0.00,
Electric usage,6/23/2025,10:00,10:59,380.31,kWh,$0.00,
Electric usage,6/23/2025,11:00,11:59,388.18,kWh,$0.00,
Electric usage,6/23/2025,12:00,12:59,400.24,kWh,$0.00,
Electric usage,6/23/2025,13:00,13:59,424.81,kWh,$0.00,
Electric usage,6/23/2025,14:00,14:59,446.40,kWh,$0.00,
Electric usage,6/23/2025,15:00,15:59,455.73,kWh,$0.00,
Electric usage,6/23/2025,16:00,16:59,452.67,kWh,$0.00,
Electric usage,6/23/2025,17:00,17:59,422.27,kWh,$0.00,
Electric usage,6/23/2025,18:00,18:59,257.55,kWh,$0.00,
Electric usage,6/23/2025,19:00,19:59,135.48,kWh,$0.00,
Electric usage,6/23/2025,20:00,20:59,122.71,kWh,$0.00,
Electric usage,6/23/2025,21:00,21:59,121.17,kWh,$0.00,
Electric usage,6/23/2025,22:00,22:59,115.80,kWh,$0.00,
Electric usage,6/23/2025,23:00,23:59,124.21,kWh,$0.00,
Electric usage,6/24/2025,0:00,0:59,121.01,kWh,$0.00,
Electric usage,6/24/2025,1:00,1:59,119.16,kWh,$0.00,
Electric usage,6/24/2025,2:00,2:59,116.58,kWh,$0.00,
Electric usage,6/24/2025,3:00,3:59,120.00,kWh,$0.00,
Electric usage,6/24/2025,4:00,4:59,122.82,kWh,$0.00,
Electric usage,6/24/2025,5:00,5:59,131.24,kWh,$0.00,
Electric usage,6/24/2025,6:00,6:59,277.25,kWh,$0.00,
Electric usage,6/24/2025,7:00,7:59,377.86,kWh,$0.00,
Electric usage,6/24/2025,8:00,8:59,377.84,kWh,$0.00,
Electric usage,6/24/2025,9:00,9:59,381.45,kWh,$0.00,
Electric usage,6/24/2025,10:00,10:59,381.07,kWh,$0.00,
Electric usage,6/24/2025,11:00,11:59,390.58,kWh,$0.00,
Electric usage,6/24/2025,12:00,12:59,400.83,kWh,$0.00,
Electric usage,6/24/2025,13:00,13:59,426.59,kWh,$0.00,
Electric usage,6/24/2025,14:00,14:59,451.38,kWh,$0.00,
Electric usage,6/24/2025,15:00,15:59,461.72,kWh,$0.00,
Electric usage,6/24/2025,16:00,16:59,456.40,kWh,$0.00,
Electric usage,6/24/2025,17:00,17:59,420.40,kWh,$0.00,
Electric usage,6/24/2025,18:00,18:59,260.80,kWh,$0.00,
Electric usage,6/24/2025,19:00,19:59,129.23,kWh,$0.00,
Electric usage,6/24/2025,20:00,20:59,123.46,kWh,$0.00,
Electric usage,6/24/2025,21:00,21:59,118.31,kWh,$0.00,
Electric usage,6/24/2025,22:00,22:59,122.76,kWh,$0.00,
Electric usage,6/24/2025,23:00,23:59,122.10,kWh,$0.00,
Electric usage,6/25/2025,0:00,0:59,121.22,kWh,$0.00,
Electric usage,6/25/2025,1:00,1:59,120.69,kWh,$0.00,
Electric usage,6/25/2025,2:00,2:59,119.38,kWh,$0.00,
Electric usage,6/25/2025,3:00,3:59,121.34,kWh,$0.00,
Electric usage,6/25/2025,4:00,4:59,118.61,kWh,$0.00,
Electric usage,6/25/2025,5:00,5:59,128.21,kWh,$0.00,
Electric usage,6/25/2025,6:00,6:59,274.41,kWh,$0.00,
Electric usage,6/25/2025,7:00,7:59,377.61,kWh,$0.00,
Electric usage,6/25/2025,8:00,8:59,380.48,kWh,$0.00,
Electric usage,6/25/2025,9:00,9:59,379.24,kWh,$0.00,
Electric usage,6/25/2025,10:00,10:59,380.00,kWh,$0.00,
Electric usage,6/25/2025,11:00,11:59,392.10,kWh,$0.00,
Electric usage,6/25/2025,12:00,12:59,405.60,kWh,$0.00,
Electric usage,6/25/2025,13:00,13:59,431.89,kWh,$0.00,
Electric usage,6/25/2025,14:00,14:59,447.80,kWh,$0.00,
Electric usage,6/25/2025,15:00,15:59,460.20,kWh,$0.00,
Electric usage,6/25/2025,16:00,16:59,452.16,kWh,$0.00,
Electric usage,6/25/2025,17:00,17:59,423.26,kWh,$0.00,
Electric usage,6/25/2025,18:00,18:59,261.07,kWh,$0.00,
Electric usage,6/25/2025,19:00,19:59,134.54,kWh,$0.00,
Electric usage,6/25/2025,20:00,20:59,123.84,kWh,$0.00,
Electric usage,6/25/2025,21:00,21:59,122.31,kWh,$0.00,
Electric usage,6/25/2025,22:00,22:59,126.09,kWh,$0.00,
Electric usage,6/25/2025,23:00,23:59,121.02,kWh,$0.00,
Electric usage,6/26/2025,0:00,0:59,116.27,kWh,$0.00,
Electric usage,6/26/2025,1:00,1:59,118.18,kWh,$0.00,
Electric usage,6/26/2025,2:00,2:59,118.39,kWh,$0.00,
Electric usage,6/26/2025,3:00,3:59,120.54,kWh,$0.00,
Electric usage,6/26/2025,4:00,4:59,118.16,kWh,$0.00,
Electric usage,6/26/2025,5:00,5:59,127.76,kWh,$0.00,
Electric usage,6/26/2025,6:00,6:59,272.07,kWh,$0.00,
Electric usage,6/26/2025,7:00,7:59,378.78,kWh,$0.00,
Electric usage,6/26/2025,8:00,8:59,384.43,kWh,$0.00,
Electric usage,6/26/2025,9:00,9:59,382.18,kWh,$0.00,
Electric usage,6/26/2025,10:00,10:59,380.53,kWh,$0.00,
Electric usage,6/26/2025,11:00,11:59,387.53,kWh,$0.00,
Electric usage,6/26/2025,12:00,12:59,403.47,kWh,$0.00,
Electric usage,6/26/2025,13:00,13:59,426.71,kWh,$0.00,
Electric usage,6/26/2025,14:00,14:59,449.20,kWh,$0.00,
Electric usage,6/26/2025,15:00,15:59,456.78,kWh,$0.00,
Electric usage,6/26/2025,16:00,16:59,453.35,kWh,$0.00,
Electric usage,6/26/2025,17:00,17:59,418.26,kWh,$0.00,
Electric usage,6/26/2025,18:00,18:59,258.65,kWh,$0.00,
Electric usage,6/26/2025,19:00,19:59,128.01,kWh,$0.00,
Electric usage,6/26/2025,20:00,20:59,120.21,kWh,$0.00,
Electric usage,6/26/2025,21:00,21:59,116.09,kWh,$0.00,
Electric usage,6/26/2025,22:00,22:59,120.14,kWh,$0.00,
Electric usage,6/26/2025,23:00,23:59,119.51,kWh,$0.00,
Electric usage,6/27/2025,0:00,0:59,116.55,kWh,$0.00,
Electric usage,6/27/2025,1:00,1:59,122.15,kWh,$0.00,
Electric usage,6/27/2025,2:00,2:59,123.80,kWh,$0.00,
Electric usage,6/27/2025,3:00,3:59,118.21,kWh,$0.00,
Electric usage,6/27/2025,4:00,4:59,122.38,kWh,$0.00,
Electric usage,6/27/2025,5:00,5:59,132.25,kWh,$0.00,
Electric usage,6/27/2025,6:00,6:59,276.08,kWh,$0.00,
Electric usage,6/27/2025,7:00,7:59,378.78,kWh,$0.00,
Electric usage,6/27/2025,8:00,8:59,378.58,kWh,$0.00,
Electric usage,6/27/2025,9:00,9:59,378.40,kWh,$0.00,
Electric usage,6/27/2025,10:00,10:59,388.94,kWh,$0.00,
Electric usage,6/27/2025,11:00,11:59,386.03,kWh,$0.00,
Electric usage,6/27/2025,12:00,12:59,406.23,kWh,$0.00,
Electric usage,6/27/2025,13:00,13:59,422.72,kWh,$0.00,
Electric usage,6/27/2025,14:00,14:59,445.53,kWh,$0.00,
Electric usage,6/27/2025,15:00,15:59,463.75,kWh,$0.00,
Electric usage,6/27/2025,16:00,16:59,453.12,kWh,$0.00,
Electric usage,6/27/2025,17:00,17:59,418.24,kWh,$0.00,
Electric usage,6/27/2025,18:00,18:59,257.80,kWh,$0.00,
Electric usage,6/27/2025,19:00,19:59,132.49,kWh,$0.00,
Electric usage,6/27/2025,20:00,20:59,122.63,kWh,$0.00,
Electric usage,6/27/2025,21:00,21:59,123.48,kWh,$0.00,
Electric usage,6/27/2025,22:00,22:59,118.00,kWh,$0.00,
Electric usage,6/27/2025,23:00,23:59,122.69,kWh,$0.00,
Electric usage,6/28/2025,0:00,0:59,118.96,kWh,$0.00,
Electric usage,6/28/2025,1:00,1:59,121.73,kWh,$0.00,
Electric usage,6/28/2025,2:00,2:59,117.36,kWh,$0.00,
Electric usage,6/28/2025,3:00,3:59,119.78,kWh,$0.00,
Electric usage,6/28/2025,4:00,4:59,124.22,kWh,$0.00,
Electric usage,6/28/2025,5:00,5:59,120.87,kWh,$0.00,
Electric usage,6/28/2025,6:00,6:59,122.42,kWh,$0.00,
Electric usage,6/28/2025,7:00,7:59,126.02,kWh,$0.00,
Electric usage,6/28/2025,8:00,8:59,132.50,kWh,$0.00,
Electric usage,6/28/2025,9:00,9:59,141.89,kWh,$0.00,
Electric usage,6/28/2025,10:00,10:59,144.72,kWh,$0.00,
Electric usage,6/28/2025,11:00,11:59,164.38,kWh,$0.00,
Electric usage,6/28/2025,12:00,12:59,168.89,kWh,$0.00,
Electric usage,6/28/2025,13:00,13:59,179.76,kWh,$0.00,
Electric usage,6/28/2025,14:00,14:59,192.90,kWh,$0.00,
Electric usage,6/28/2025,15:00,15:59,187.34,kWh,$0.00,
Electric usage,6/28/2025,16:00,16:59,191.36,kWh,$0.00,
Electric usage,6/28/2025,17:00,17:59,160.97,kWh,$0.00,
Electric usage,6/28/2025,18:00,18:59,146.71,kWh,$0.00,
Electric usage,6/28/2025,19:00,19:59,131.96,kWh,$0.00,
Electric usage,6/28/2025,20:00,20:59,125.18,kWh,$0.00,
Electric usage,6/28/2025,21:00,21:59,124.31,kWh,$0.00,
Electric usage,6/28/2025,22:00,22:59,122.76,kWh,$0.00,
Electric usage,6/28/2025,23:00,23:59,118.22,kWh,$0.00,
Electric usage,6/29/2025,0:00,0:59,119.07,kWh,$0.00,
Electric usage,6/29/2025,1:00,1:59,122.00,kWh,$0.00,
Electric usage,6/29/2025,2:00,2:59,123.96,kWh,$0.00,
Electric usage,6/29/2025,3:00,3:59,117.00,kWh,$0.00,
Electric usage,6/29/2025,4:00,4:59,122.34,kWh,$0.00,
Electric usage,6/29/2025,5:00,5:59,119.71,kWh,$0.00,
Electric usage,6/29/2025,6:00,6:59,125.81,kWh,$0.00,
Electric usage,6/29/2025,7:00,7:59,127.96,kWh,$0.00,
Electric usage,6/29/2025,8:00,8:59,130.99,kWh,$0.00,
Electric usage,6/29/2025,9:00,9:59,144.03,kWh,$0.00,
Electric usage,6/29/2025,10:00,10:59,144.84,kWh,$0.00,
Electric usage,6/29/2025,11:00,11:59,161.94,kWh,$0.00,
Electric usage,6/29/2025,12:00,12:59,168.56,kWh,$0.00,
Electric usage,6/29/2025,13:00,13:59,179.53,kWh,$0.00,
Electric usage,6/29/2025,14:00,14:59,188.35,kWh,$0.00,
Electric usage,6/29/2025,15:00,15:59,186.05,kWh,$0.00,
Electric usage,6/29/2025,16:00,16:59,172.36,kWh,$0.00,
Electric usage,6/29/2025,17:00,17:59,156.30,kWh,$0.00,
Electric usage,6/29/2025,18:00,18:59,147.27,kWh,$0.00,
Electric usage,6/29/2025,19:00,19:59,130.48,kWh,$0.00,
Electric usage,6/29/2025,20:00,20:59,120.74,kWh,$0.00,
Electric usage,6/29/2025,21:00,21:59,120.49,kWh,$0.00,
Electric usage,6/29/2025,22:00,22:59,124.91,kWh,$0.00,
Electric usage,6/29/2025,23:00,23:59,120.16,kWh,$0.00,
Electric usage,6/30/2025,0:00,0:59,118.19,kWh,$0.00,
Electric usage,6/30/2025,1:00,1:59,118.06,kWh,$0.00,
Electric usage,6/30/2025,2:00,2:59,117.91,kWh,$0.00,
Electric usage,6/30/2025,3:00,3:59,115.79,kWh,$0.00,
Electric usage,6/30/2025,4:00,4:59,120.25,kWh,$0.00,
Electric usage,6/30/2025,5:00,5:59,131.91,kWh,$0.00,
Electric usage,6/30/2025,6:00,6:59,276.60,kWh,$0.00,
Electric usage,6/30/2025,7:00,7:59,376.48,kWh,$0.00,
Electric usage,6/30/2025,8:00,8:59,377.58,kWh,$0.00,
Electric usage,6/30/2025,9:00,9:59,383.68,kWh,$0.00,
Electric usage,6/30/2025,10:00,10:59,382.96,kWh,$0.00,
Electric usage,6/30/2025,11:00,11:59,393.02,kWh,$0.00,
Electric usage,6/30/2025,12:00,12:59,400.64,kWh,$0.00,
Electric usage,6/30/2025,13:00,13:59,425.58,kWh,$0.00,
Electric usage,6/30/2025,14:00,14:59,447.08,kWh,$0.00,
Electric usage,6/30/2025,15:00,15:59,456.69,kWh,$0.00,
Electric usage,6/30/2025,16:00,16:59,449.47,kWh,$0.00,
Electric usage,6/30/2025,17:00,17:59,419.96,kWh,$0.00,
Electric usage,6/30/2025,18:00,18:59,256.66,kWh,$0.00,
Electric usage,6/30/2025,19:00,19:59,130.13,kWh,$0.00,
Electric usage,6/30/2025,20:00,20:59,123.18,kWh,$0.00,
Electric usage,6/30/2025,21:00,21:59,125.59,kWh,$0.00,
Electric usage,6/30/2025,22:00,22:59,123.72,kWh,$0.00,
Electric usage,6/30/2025,23:00,23:59,122.55,kWh,$0.00,
Electric usage,7/1/2025,0:00,0:59,121.16,kWh,$0.00,
Electric usage,7/1/2025,1:00,1:59,120.83,kWh,$0.00,
Electric usage,7/1/2025,2:00,2:59,126.10,kWh,$0.00,
Electric usage,7/1/2025,3:00,3:59,121.16,kWh,$0.00,
Electric usage,7/1/2025,4:00,4:59,118.70,kWh,$0.00,
Electric usage,7/1/2025,5:00,5:59,130.60,kWh,$0.00,
Electric usage,7/1/2025,6:00,6:59,275.47,kWh,$0.00,
Electric usage,7/1/2025,7:00,7:59,380.01,kWh,$0.00,
Electric usage,7/1/2025,8:00,8:59,374.58,kWh,$0.00,
Electric usage,7/1/2025,9:00,9:59,380.91,kWh,$0.00,
Electric usage,7/1/2025,10:00,10:59,385.41,kWh,$0.00,
Electric usage,7/1/2025,11:00,11:59,397.71,kWh,$0.00,
Electric usage,7/1/2025,12:00,12:59,419.25,kWh,$0.00,
Electric usage,7/1/2025,13:00,13:59,456.83,kWh,$0.00,
Electric usage,7/1/2025,14:00,14:59,498.56,kWh,$0.00,
Electric usage,7/1/2025,15:00,15:59,518.83,kWh,$0.00,
Electric usage,7/1/2025,16:00,16:59,508.30,kWh,$0.00,
Electric usage,7/1/2025,17:00,17:59,458.44,kWh,$0.00,
Electric usage,7/1/2025,18:00,18:59,285.87,kWh,$0.00,
Electric usage,7/1/2025,19:00,19:59,141.67,kWh,$0.00,
Electric usage,7/1/2025,20:00,20:59,128.23,kWh,$0.00,
Electric usage,7/1/2025,21:00,21:59,120.96,kWh,$0.00,
Electric usage,7/1/2025,22:00,22:59,122.42,kWh,$0.00,
Electric usage,7/1/2025,23:00,23:59,117.87,kWh,$0.00,
Electric usage,7/2/2025,0:00,0:59,122.65,kWh,$0.00,
Electric usage,7/2/2025,1:00,1:59,113.39,kWh,$0.00,
